Normalised Work Effort Level 1,Adjusted Function Points,Functional Size,Project Elapsed Time,Primary Programming Language,Industry Sector,1st Data Base System,Development Platform,Used Methodology,Development Type,Language Type,Application Group
8442.0,205.0,205.0,12.0,9,5,8,2,2,0,0,0
5639.0,406.0,390.0,7.0,18,1,12,3,2,0,1,0
9808.0,161.0,161.0,8.4,9,6,8,0,0,1,0,0
2218.0,150.0,150.0,5.0,9,6,8,0,0,0,0,0
16570.0,713.0,609.0,8.0,9,5,3,0,2,2,0,0
1073.0,64.0,64.0,1.0,9,0,8,0,2,1,0,0
2274.0,414.0,414.0,8.0,6,5,3,2,2,0,0,0
11022.0,1050.0,938.0,12.0,7,4,12,3,2,0,0,0
64.0,476.0,476.0,6.9,30,4,14,2,0,1,1,0
2973.0,285.0,285.0,8.0,2,5,3,2,2,0,1,0
484.0,155.0,155.0,1.5,16,2,4,2,0,1,1,0
1882.0,153.0,153.0,7.0,32,5,3,2,2,0,1,0
11165.0,307.0,307.0,15.0,30,5,9,2,2,1,0,0
1000.0,182.0,157.0,5.0,26,1,12,1,2,0,1,0
8740.0,545.0,545.0,11.0,20,5,3,0,2,0,0,0
1950.0,298.0,298.0,7.0,21,13,12,2,0,1,0,0
4030.0,281.0,281.0,3.0,22,4,12,2,0,1,1,0
810.0,27.0,27.0,4.0,9,1,3,0,2,0,0,0
165.0,33.0,34.0,2.0,9,5,3,0,2,0,0,0
9261.0,960.0,960.0,7.0,6,5,3,2,2,0,0,0
22460.0,381.0,381.0,12.0,2,5,3,2,2,0,1,0
626.0,242.0,242.0,2.5,3,7,12,3,2,1,1,0
6111.0,223.0,223.0,3.0,30,6,3,0,0,0,0,0
4172.0,331.0,331.0,33.0,11,5,3,2,2,1,1,0
3639.0,124.0,124.0,9.0,20,6,3,0,2,0,0,0
2706.0,121.0,121.0,9.0,20,11,3,2,2,0,0,0
9301.0,455.0,455.0,14.0,20,5,3,2,2,0,0,0
703.0,395.0,395.0,13.0,20,0,3,0,0,0,0,0
5103.0,234.0,234.0,10.0,20,5,3,2,2,0,0,0
3069.0,180.0,180.0,4.0,2,11,3,2,2,0,1,0
694.0,125.0,125.0,6.0,6,4,3,2,2,0,0,0
79.0,29.0,29.0,6.0,5,0,19,3,0,0,0,3
7037.0,399.0,399.0,8.0,15,11,3,2,2,1,0,0
6398.0,167.0,167.0,3.0,30,6,3,0,0,0,0,0
2592.0,115.0,115.0,6.0,5,1,14,1,0,0,0,0
10613.0,499.0,499.0,30.0,9,0,6,0,2,1,0,0
11052.0,149.0,149.0,7.0,14,6,3,1,0,0,0,0
2909.0,746.0,746.0,5.5,30,1,12,2,0,0,1,0
18314.0,2245.0,2245.0,12.0,26,11,12,1,0,1,1,0
6294.0,152.0,152.0,12.1,20,0,8,0,0,0,0,0
1406.0,302.0,302.0,8.4,30,7,12,2,0,1,1,0
2284.0,287.0,287.0,7.0,9,5,3,0,2,1,0,0
1562.0,218.0,218.0,4.9,14,3,12,3,0,1,0,0
423.0,49.0,49.0,7.0,9,6,16,0,0,0,0,0
846.0,117.0,117.0,10.0,11,5,3,2,2,0,1,0
1550.0,254.0,254.0,5.0,6,5,3,2,2,0,0,0
1313.0,98.0,94.0,11.0,26,1,12,1,2,0,1,0
3566.0,211.0,211.0,13.0,0,5,3,3,2,0,1,1
3995.0,74.0,74.0,14.0,6,5,3,3,2,1,0,0
490.0,357.0,357.0,1.8,18,1,12,2,0,1,1,0
34947.0,2550.0,2550.0,18.0,6,5,3,2,2,1,0,0
5138.0,385.0,385.0,3.0,9,6,3,0,0,0,0,0
19163.0,393.0,393.0,20.0,6,5,3,2,2,1,0,0
3112.0,49.0,49.0,4.0,14,6,3,1,0,0,0,0
493.0,160.0,160.0,3.3,10,1,19,2,0,1,1,0
2303.0,463.0,463.0,2.0,30,6,9,2,0,0,1,0
3394.0,2289.0,2289.0,9.0,8,5,2,3,2,0,0,0
806.0,494.0,494.0,4.4,21,7,12,2,0,0,0,0
2202.0,609.0,609.0,6.0,30,7,12,2,0,1,1,0
144.0,95.0,95.0,0.4,14,1,12,3,0,0,0,0
12805.0,284.0,302.0,10.0,9,6,3,0,2,1,0,0
4656.0,621.0,621.0,8.0,14,5,12,2,2,0,0,0
6433.0,825.0,825.0,13.0,2,5,3,2,2,0,1,1
6062.0,147.0,147.0,4.0,30,6,3,0,0,0,0,0
1994.0,234.0,215.0,4.0,5,1,12,3,2,0,0,3
3592.0,484.0,484.0,9.4,5,11,12,2,0,1,0,0
9264.0,582.0,582.0,3.0,30,6,16,2,0,0,0,0
8371.0,291.0,291.0,2.9,30,6,3,0,0,0,0,0
16669.0,712.0,659.0,9.0,9,5,3,0,2,1,0,0
1516.0,136.0,118.0,6.0,14,1,12,1,2,0,0,0
210.0,80.0,80.0,3.0,9,6,19,0,0,0,0,0
13728.0,1956.0,1956.0,12.0,26,11,12,1,0,1,1,0
12341.0,126.0,126.0,16.8,9,5,8,0,2,0,0,0
5232.0,201.0,201.0,4.0,30,6,11,2,0,0,0,0
450.0,36.0,34.0,5.0,9,5,3,0,2,1,0,0
496.0,75.0,75.0,4.0,20,0,8,0,2,0,0,0
5841.0,354.0,354.0,10.0,6,11,9,2,2,2,0,2
5226.0,578.0,578.0,4.0,14,1,12,3,0,1,0,0
3064.0,140.0,140.0,6.0,6,3,9,2,2,0,0,0
4245.0,97.0,97.0,2.0,9,6,3,0,0,0,0,0
3337.0,119.0,119.0,4.0,30,6,3,0,0,0,0,0
2187.0,238.0,238.0,15.0,16,7,4,0,2,0,1,0
3219.0,203.0,203.0,5.0,9,0,8,0,2,0,0,0
2420.0,639.0,639.0,4.9,16,7,4,2,0,1,1,0
4112.0,558.0,461.0,6.0,22,4,0,3,2,1,1,0
465.0,75.0,75.0,4.9,20,0,8,0,2,0,0,0
1292.0,998.0,860.0,8.0,14,1,12,0,2,0,0,0
13390.0,360.0,360.0,12.0,2,5,12,0,2,1,1,1
3430.0,287.0,287.0,9.6,16,7,4,2,0,1,1,0
6124.0,382.0,382.0,11.0,20,5,16,2,2,0,0,0
1757.0,247.0,247.0,6.0,30,0,0,3,1,1,1,0
6809.0,277.0,277.0,9.0,6,11,11,2,2,1,0,0
1520.0,437.0,437.0,3.0,30,6,12,2,0,0,1,0
2100.0,148.0,148.0,12.0,20,11,3,2,2,0,0,0
2200.0,111.0,111.0,13.0,20,5,3,0,2,0,0,0
6057.0,242.0,242.0,10.0,6,5,3,2,2,1,0,0
2479.0,659.0,659.0,5.5,5,7,9,3,2,0,0,0
1100.0,87.0,87.0,12.0,20,11,3,2,2,0,0,0
5080.0,616.0,616.0,8.8,22,10,12,2,0,1,1,0
46101.0,993.0,993.0,87.0,20,5,3,2,2,1,0,0
11078.0,491.0,459.0,15.0,20,4,3,0,2,0,0,0
3195.0,196.0,196.0,6.0,12,0,8,0,2,1,1,0
2372.0,898.0,774.0,6.0,14,1,12,0,2,0,0,0
1246.0,144.0,144.0,6.0,30,5,9,3,2,0,1,0
17550.0,110.0,110.0,2.0,18,3,12,2,0,0,1,0
1727.0,286.0,267.0,6.0,30,0,8,0,1,1,1,0
5419.0,146.0,146.0,5.9,30,6,16,2,0,0,0,0
8012.0,198.0,198.0,11.0,2,11,11,2,2,0,1,0
8490.0,303.0,303.0,6.0,20,5,3,0,2,1,0,0
902.0,122.0,122.0,8.0,2,5,3,2,2,0,1,0
686.0,264.0,264.0,6.0,9,6,8,0,0,0,0,0
1248.0,230.0,230.0,6.0,14,5,12,2,2,1,0,0
13171.0,344.0,344.0,10.0,23,0,12,1,0,1,0,0
17400.0,2099.0,2099.0,5.0,7,0,7,1,0,0,0,0
1488.0,61.0,61.0,12.0,20,11,3,2,2,0,0,0
3995.0,619.0,619.0,6.0,9,11,16,0,0,1,0,0
8889.0,288.0,288.0,3.0,30,6,3,0,0,0,0,0
888.0,64.0,63.0,2.0,9,5,3,0,2,0,0,0
13326.0,294.0,294.0,14.0,20,5,3,2,2,0,0,0
5885.0,633.0,633.0,3.9,14,10,12,1,0,1,0,0
11082.0,2189.0,2189.0,10.0,21,7,12,2,0,1,0,0
3201.0,237.0,211.0,9.0,5,1,12,1,1,0,0,3
1193.0,679.0,601.0,8.0,9,5,3,0,2,0,0,0
752.0,666.0,605.0,13.0,26,12,3,0,2,1,1,0
4550.0,96.0,96.0,3.0,9,6,8,0,2,1,0,0
2640.0,234.0,234.0,7.0,14,5,12,2,2,1,0,0
2299.0,88.0,85.0,6.0,26,1,12,1,2,0,1,0
953.0,186.0,186.0,6.0,30,5,9,3,2,0,1,0
5613.0,313.0,313.0,27.0,6,5,3,2,2,1,0,0
4393.0,211.0,211.0,8.0,2,11,3,2,2,0,1,0
8902.0,222.0,222.0,3.0,30,6,16,2,0,0,0,0
1406.0,727.0,727.0,3.0,5,1,14,2,0,0,0,0
3703.0,349.0,349.0,8.0,8,11,2,3,2,0,0,1
13299.0,2248.0,2248.0,9.0,30,2,12,2,0,1,1,0
3942.0,285.0,285.0,15.0,22,5,12,3,2,0,1,0
759.0,103.0,103.0,7.0,12,0,8,0,2,1,1,0
1216.0,156.0,156.0,10.0,14,5,12,2,2,0,0,0
3500.0,506.0,511.0,9.0,28,13,8,0,2,1,2,0
1120.0,987.0,987.0,1.1,9,7,8,0,0,0,0,0
4357.0,1040.0,1040.0,10.0,21,8,12,2,0,0,0,0
963.0,360.0,360.0,2.8,30,3,9,0,0,1,1,0
2450.0,360.0,360.0,6.0,3,3,9,3,0,1,1,0
7800.0,992.0,992.0,13.0,30,1,9,2,0,1,1,0
1350.0,236.0,236.0,5.0,30,7,5,2,0,1,1,0
5072.0,374.0,374.0,2.9,9,6,3,0,0,0,0,0
438.0,119.0,98.0,1.0,10,5,3,3,2,1,1,0
3521.0,306.0,289.0,11.0,16,5,4,3,2,1,1,0
8770.0,369.0,369.0,3.5,30,6,16,2,0,0,0,0
595.0,128.0,128.0,4.0,20,5,3,0,2,0,0,0
2738.0,84.0,81.0,10.0,18,1,12,3,2,0,1,0
167.0,17.0,24.0,1.5,14,6,11,3,2,1,0,0
4880.0,649.0,649.0,9.0,14,5,12,2,2,1,0,0
1121.0,73.0,84.0,6.0,26,1,12,1,1,0,1,0
9247.0,524.0,524.0,3.0,30,6,11,2,0,0,0,0
3998.0,1157.0,1157.0,8.9,3,1,12,3,0,0,1,3
5461.0,263.0,263.0,2.0,9,6,3,0,0,0,0,0
7327.0,183.0,183.0,21.0,2,5,11,2,2,1,1,0
700.0,82.0,82.0,2.0,24,1,3,0,2,1,0,0
6416.0,185.0,142.0,16.0,9,6,3,0,2,0,0,0
1078.0,84.0,84.0,4.0,9,6,8,0,0,0,0,0
10222.0,1241.0,1240.0,15.0,7,8,17,1,2,1,0,0
1015.0,400.0,400.0,2.9,4,4,0,2,0,1,1,0
1200.0,1285.0,1512.0,16.5,5,12,3,3,2,1,0,3
3899.0,327.0,327.0,14.0,2,11,12,2,2,0,1,0
29246.0,447.0,447.0,35.0,30,5,11,2,2,2,0,0
563.0,410.0,410.0,3.8,19,7,5,2,0,1,1,0
5985.0,163.0,163.0,10.0,9,5,8,2,1,0,0,0
2790.0,128.0,128.0,3.0,9,6,8,0,2,0,0,0
4301.0,753.0,672.0,12.0,9,9,12,1,2,1,1,0
16788.0,421.0,421.0,15.5,6,11,3,3,2,2,0,0
800.0,444.0,444.0,2.5,30,1,12,2,2,0,1,0
366.0,35.0,35.0,3.1,23,13,12,2,0,1,0,0
3132.0,74.0,74.0,17.0,6,11,3,3,2,0,0,0
6309.0,578.0,578.0,3.0,9,6,3,0,0,0,0,0
859.0,40.0,40.0,5.0,9,6,8,0,0,0,0,0
7263.0,1093.0,959.0,11.0,28,12,3,0,2,1,2,0
8325.0,671.0,671.0,3.5,30,6,16,2,0,0,0,0
4810.0,451.0,451.0,5.8,21,11,12,2,2,0,0,0
1076.0,236.0,236.0,4.0,2,5,3,2,2,0,1,0
310.0,109.0,90.0,7.0,9,1,12,2,2,0,0,0
10955.0,411.0,411.0,15.0,6,11,3,2,2,1,1,0
6160.0,310.0,310.0,3.0,30,6,3,0,0,0,0,0
11853.0,2181.0,2181.0,10.0,30,7,12,2,0,1,1,0
1562.0,370.0,370.0,4.6,18,5,12,2,0,1,1,0
744.0,44.0,59.0,6.0,1,6,12,3,2,0,1,0
310.0,66.0,66.0,2.0,30,10,0,2,0,1,1,0
843.0,16.0,16.0,3.0,20,0,3,0,0,0,0,0
772.0,204.0,204.0,5.0,26,4,9,0,2,0,1,0
3548.0,279.0,279.0,3.0,30,6,16,2,0,0,0,0
713.0,295.0,295.0,4.7,19,7,5,2,0,1,1,0
2811.0,1136.0,1136.0,3.0,5,1,14,2,0,0,0,0
4006.0,343.0,343.0,3.0,30,6,9,2,0,1,0,0
2537.0,190.0,190.0,7.0,12,0,3,0,2,1,1,0
352.0,67.0,80.0,2.0,9,5,3,0,2,0,0,0
1101.0,93.0,95.0,8.0,14,1,12,1,2,0,0,0
13282.0,1757.0,1569.0,12.0,7,4,12,3,2,0,0,0
1210.0,1825.0,1674.0,15.0,26,12,12,1,2,1,1,0
1093.0,268.0,268.0,6.9,30,3,12,2,0,1,1,0
18825.0,860.0,860.0,21.0,2,5,3,2,2,1,1,0
3002.0,18.0,18.0,13.0,20,0,3,0,0,0,0,0
1562.0,98.0,98.0,3.1,30,1,9,2,0,1,0,0
1716.0,1806.0,1806.0,12.0,20,11,19,0,0,0,0,0
8950.0,632.0,632.0,15.0,9,6,3,0,2,0,0,0
1835.0,564.0,564.0,6.0,30,8,0,2,0,1,1,0
1829.0,474.0,474.0,6.0,20,5,3,0,2,0,0,0
3334.0,400.0,400.0,5.0,9,6,8,0,0,0,0,0
1648.0,188.0,176.0,5.0,9,5,3,0,2,1,0,0
2101.0,252.0,252.0,4.0,9,0,8,0,2,1,0,0
2620.0,477.0,502.0,8.0,22,2,18,3,2,1,1,0
1327.0,147.0,147.0,9.2,16,12,12,2,0,1,1,0
1073.0,199.0,199.0,2.5,7,6,12,2,0,0,0,0
360.0,41.0,41.0,1.0,14,5,12,2,2,0,0,0
3476.0,346.0,346.0,9.0,6,5,3,2,2,0,0,0
2204.0,288.0,269.0,7.0,9,5,3,0,2,1,0,0
160.0,14.0,14.0,0.4,20,0,8,0,0,0,0,0
5742.0,1190.0,1190.0,8.6,30,11,14,2,0,1,1,0
224.0,99.0,99.0,6.0,9,6,16,0,0,0,0,0
62.0,40.0,40.0,1.0,5,7,19,3,0,1,0,3
2805.0,206.0,206.0,8.0,20,5,3,0,2,0,0,0
827.0,76.0,76.0,4.0,20,5,3,0,2,0,0,0
1575.0,309.0,309.0,5.9,30,6,12,2,0,1,1,0
16960.0,1149.0,1149.0,8.0,2,13,12,1,0,0,1,0
1355.0,136.0,136.0,5.0,9,5,3,0,2,0,0,0
550.0,125.0,125.0,2.3,4,7,0,2,0,1,1,0
1838.0,374.0,374.0,4.0,9,0,8,0,1,1,0,0
80.0,82.0,81.0,2.0,30,1,0,3,1,0,1,0
2031.0,84.0,84.0,32.0,29,5,3,2,2,0,0,0
323.0,49.0,49.0,3.0,20,11,3,0,2,0,0,0
3323.0,97.0,97.0,10.0,2,5,3,2,2,0,1,0
2124.0,292.0,292.0,3.0,26,2,12,3,0,0,1,0
4158.0,492.0,492.0,11.0,30,5,9,3,2,0,1,0
327.0,58.0,54.0,3.0,9,5,3,0,2,0,0,0
17765.0,890.0,890.0,10.0,9,6,8,0,0,1,0,0
4997.0,1136.0,1136.0,5.7,20,2,12,1,0,1,0,0
2134.0,112.0,112.0,5.0,6,5,3,2,2,2,0,0
2192.0,490.0,490.0,9.0,9,0,3,2,2,0,0,0
646.0,426.0,410.0,2.0,26,1,12,1,2,0,1,0
3904.0,130.0,130.0,39.0,9,0,8,0,0,1,0,0
2758.0,73.0,73.0,6.0,3,5,11,2,2,0,1,0
97.0,11.0,13.0,1.0,9,7,8,0,2,0,0,0
1206.0,315.0,315.0,8.0,20,12,3,0,2,0,0,0
1904.0,573.0,455.0,6.0,7,1,12,3,2,0,0,2
3549.0,117.0,117.0,7.0,20,11,3,2,2,0,0,0
634.0,83.0,83.0,5.0,6,5,9,2,2,0,0,0
54620.0,17518.0,13580.0,14.0,9,7,3,0,2,2,0,0
5740.0,1510.0,1510.0,11.0,30,7,14,2,0,1,1,0
25900.0,309.0,309.0,4.9,30,6,3,2,0,0,0,0
2951.0,184.0,184.0,17.0,20,5,3,0,2,0,0,0
288.0,36.0,36.0,2.2,20,0,8,0,0,0,0,0
562.0,150.0,150.0,1.2,13,7,12,3,0,1,0,0
349.0,62.0,66.0,3.0,9,1,3,3,2,0,0,0
9200.0,1174.0,1174.0,9.0,7,0,7,1,0,0,0,0
845.0,35.0,35.0,1.4,20,0,11,0,0,0,0,0
8162.0,1194.0,1194.0,10.8,30,6,9,3,0,1,1,0
1861.0,297.0,297.0,10.0,6,5,9,2,2,0,0,0
20095.0,1021.0,1021.0,24.0,2,5,3,2,2,0,1,0
960.0,134.0,134.0,2.9,30,6,9,2,0,1,1,0
4918.0,787.0,787.0,10.0,26,4,9,2,2,1,1,0
1674.0,222.0,191.0,3.0,9,5,3,0,2,1,0,0
1796.0,72.0,72.0,2.0,20,0,8,0,0,0,0,0
2965.0,164.0,146.0,2.5,7,3,3,2,2,0,0,0
9696.0,1401.0,1401.0,7.0,21,11,12,2,0,1,0,0
9013.0,407.0,407.0,7.0,9,0,8,0,2,1,0,0
12259.0,2046.0,2046.0,9.0,23,8,12,2,2,1,0,0
176.0,13.0,15.0,2.0,9,5,3,0,2,0,0,0
11580.0,550.0,550.0,5.0,20,5,3,2,2,0,0,0
1370.0,187.0,187.0,5.0,6,5,3,2,2,0,0,0
300.0,276.0,244.0,4.0,4,9,0,0,2,0,1,0
1600.0,546.0,546.0,4.8,24,11,3,0,0,1,0,0
5709.0,565.0,565.0,12.0,22,11,12,2,2,0,1,0
3092.0,724.0,724.0,3.5,14,7,12,1,0,1,0,0
3322.0,380.0,365.0,9.0,30,1,12,3,2,1,1,0
3971.0,427.0,427.0,3.9,14,10,12,1,0,1,0,0
18920.0,1253.0,1253.0,8.9,30,7,12,2,0,1,0,0
11197.0,512.0,512.0,4.0,30,6,16,2,0,0,0,0
5196.0,155.0,148.0,8.0,9,6,3,3,2,1,0,0
1963.0,90.0,90.0,17.0,6,11,3,3,2,1,0,0
2321.0,119.0,119.0,11.0,20,0,8,0,0,0,0,0
849.0,53.0,53.0,3.0,9,0,8,0,2,1,0,0
1093.0,97.0,97.0,2.9,30,6,9,2,0,1,0,0
2390.0,249.0,218.0,6.0,14,5,3,0,2,1,0,0
1760.0,677.0,583.0,10.0,14,1,12,2,2,0,0,0
500.0,249.0,268.0,3.0,18,13,12,1,1,0,1,0
16210.0,869.0,869.0,6.0,9,6,8,0,0,1,0,0
399.0,137.0,133.0,3.0,17,5,1,0,2,0,1,3
784.0,579.0,517.0,7.0,4,10,0,3,2,1,1,0
6698.0,332.0,332.0,12.0,2,5,3,2,2,0,1,0
1084.0,193.0,193.0,12.0,20,3,3,0,2,0,0,0
450.0,101.0,96.0,1.5,9,12,3,0,1,0,0,0
5800.0,1222.0,1164.0,20.0,26,5,14,1,1,1,1,0
1764.0,115.0,115.0,6.0,17,1,3,3,2,0,1,0
3434.0,175.0,156.0,10.0,5,1,12,1,1,0,0,3
1000.0,243.0,258.0,7.0,7,10,0,3,1,1,0,0
910.0,77.0,77.0,3.1,5,7,19,1,0,1,0,0
400.0,230.0,247.0,3.0,18,13,12,1,1,0,1,0
648.0,227.0,227.0,3.2,30,2,12,2,0,1,1,0
1017.0,487.0,473.0,6.0,17,4,3,0,2,0,1,0
774.0,105.0,162.0,3.0,30,0,0,0,1,0,1,0
2960.0,427.0,427.0,4.0,9,9,3,0,0,0,0,3
500.0,230.0,225.0,4.0,4,9,0,3,2,2,1,0
262.0,85.0,85.0,1.0,14,7,12,3,0,1,0,0
480.0,23.0,23.0,1.6,20,0,8,0,0,0,0,0
4190.0,308.0,308.0,17.0,15,11,3,2,2,1,0,0
2577.0,203.0,203.0,2.9,30,6,9,2,0,0,0,0
186.0,48.0,48.0,1.9,7,0,12,2,0,0,0,0
749.0,442.0,398.0,3.4,18,10,12,1,2,1,1,0
1989.0,436.0,436.0,12.0,12,0,8,0,2,1,1,0
2946.0,708.0,708.0,9.0,2,5,3,2,2,0,1,0
308.0,117.0,117.0,2.7,5,8,12,2,0,0,0,0
129.0,12.0,12.0,3.0,9,5,16,0,2,0,0,0
2716.0,478.0,478.0,5.8,22,4,12,2,0,1,1,0
2185.0,213.0,242.0,7.0,9,4,12,1,1,0,0,0
1011.0,96.0,96.0,6.0,20,5,3,0,2,0,0,0
7722.0,1048.0,1048.0,16.0,11,5,3,2,2,1,1,0
